hhid,clust,rural,strata,survey,svyCode,wave
3533-001,53116313,rural,16,2012/13,tza-nps-2012,wave 3
3534-001,53116313,rural,16,2012/13,tza-nps-2012,wave 3
3535-001,53116313,rural,16,2012/13,tza-nps-2012,wave 3
3536-001,53116313,rural,16,2012/13,tza-nps-2012,wave 3
3537-001,53116313,rural,16,2012/13,tza-nps-2012,wave 3
3537-002,53116313,urban,16,2012/13,tza-nps-2012,wave 3
3537-007,53116313,rural,16,2012/13,tza-nps-2012,wave 3
3538-001,53116313,rural,16,2012/13,tza-nps-2012,wave 3
3539-001,53116313,rural,16,2012/13,tza-nps-2012,wave 3
3540-001,53116318,rural,16,2012/13,tza-nps-2012,wave 3
3541-001,53116318,rural,16,2012/13,tza-nps-2012,wave 3
3543-001,53116318,rural,16,2012/13,tza-nps-2012,wave 3
3545-001,53116318,rural,16,2012/13,tza-nps-2012,wave 3
3546-001,53116318,rural,16,2012/13,tza-nps-2012,wave 3
3547-001,53116318,rural,16,2012/13,tza-nps-2012,wave 3
3548-001,53116318,rural,16,2012/13,tza-nps-2012,wave 3
3549-001,53116318,rural,16,2012/13,tza-nps-2012,wave 3
3550-001,53116326,rural,16,2012/13,tza-nps-2012,wave 3
3552-001,53116326,rural,16,2012/13,tza-nps-2012,wave 3
3553-001,53116326,rural,16,2012/13,tza-nps-2012,wave 3
3553-003,53116326,rural,16,2012/13,tza-nps-2012,wave 3
3554-001,53116326,rural,16,2012/13,tza-nps-2012,wave 3
3554-002,53116326,rural,16,2012/13,tza-nps-2012,wave 3
3555-001,53116326,rural,16,2012/13,tza-nps-2012,wave 3
3556-001,53116326,rural,16,2012/13,tza-nps-2012,wave 3
