hhid,clust,rural,strata,survey,svyCode,wave
4.04024E+14,4424003,rural,9,2010/11,tza-nps-2010,wave 2
4.04024E+14,4424003,rural,9,2010/11,tza-nps-2010,wave 2
4.04024E+14,4424003,urban,9,2010/11,tza-nps-2010,wave 2
4.04024E+14,4424003,rural,9,2010/11,tza-nps-2010,wave 2
4.04024E+14,4424003,rural,9,2010/11,tza-nps-2010,wave 2
4.04024E+14,4424003,rural,9,2010/11,tza-nps-2010,wave 2
4.04024E+14,4424003,rural,9,2010/11,tza-nps-2010,wave 2
4.05002E+14,4502005,urban,10,2010/11,tza-nps-2010,wave 2
4.05002E+14,4502005,urban,10,2010/11,tza-nps-2010,wave 2
4.05002E+14,4502005,urban,10,2010/11,tza-nps-2010,wave 2
4.05002E+14,4502005,urban,10,2010/11,tza-nps-2010,wave 2
4.05002E+14,4502005,urban,10,2010/11,tza-nps-2010,wave 2
4.05002E+14,4502005,urban,10,2010/11,tza-nps-2010,wave 2
4.05002E+14,4502005,urban,10,2010/11,tza-nps-2010,wave 2
4.05002E+14,4502005,urban,10,2010/11,tza-nps-2010,wave 2
4.0501E+14,4510004,rural,9,2010/11,tza-nps-2010,wave 2
4.0501E+14,4510004,rural,9,2010/11,tza-nps-2010,wave 2
4.0501E+14,4510004,rural,9,2010/11,tza-nps-2010,wave 2
4.0501E+14,4510004,rural,9,2010/11,tza-nps-2010,wave 2
4.0501E+14,4510004,rural,9,2010/11,tza-nps-2010,wave 2
4.0501E+14,4510004,rural,9,2010/11,tza-nps-2010,wave 2
4.0501E+14,4510004,rural,9,2010/11,tza-nps-2010,wave 2
4.0501E+14,4510004,rural,9,2010/11,tza-nps-2010,wave 2
4.0501E+14,4510004,rural,9,2010/11,tza-nps-2010,wave 2
4.0501E+14,4510004,rural,9,2010/11,tza-nps-2010,wave 2
4.06003E+14,4603001,rural,9,2010/11,tza-nps-2010,wave 2
4.06003E+14,4603001,rural,9,2010/11,tza-nps-2010,wave 2
4.06003E+14,4603001,rural,9,2010/11,tza-nps-2010,wave 2
4.06003E+14,4603001,rural,9,2010/11,tza-nps-2010,wave 2
4.06003E+14,4603001,rural,9,2010/11,tza-nps-2010,wave 2
4.06003E+14,4603001,rural,9,2010/11,tza-nps-2010,wave 2
4.06003E+14,4603001,rural,9,2010/11,tza-nps-2010,wave 2
4.06003E+14,4603001,rural,9,2010/11,tza-nps-2010,wave 2
4.06003E+14,4603001,rural,9,2010/11,tza-nps-2010,wave 2
4.06003E+14,4603001,rural,9,2010/11,tza-nps-2010,wave 2
4.06017E+14,4617003,rural,9,2010/11,tza-nps-2010,wave 2
4.06017E+14,4617003,rural,9,2010/11,tza-nps-2010,wave 2
4.06017E+14,4617003,rural,9,2010/11,tza-nps-2010,wave 2
4.06017E+14,4617003,rural,9,2010/11,tza-nps-2010,wave 2
4.06017E+14,4617003,rural,9,2010/11,tza-nps-2010,wave 2
4.06017E+14,4617003,rural,9,2010/11,tza-nps-2010,wave 2
4.06017E+14,4617003,rural,9,2010/11,tza-nps-2010,wave 2
4.06019E+14,4619002,rural,9,2010/11,tza-nps-2010,wave 2
4.06019E+14,4619002,urban,9,2010/11,tza-nps-2010,wave 2
4.06019E+14,4619002,urban,9,2010/11,tza-nps-2010,wave 2
4.06019E+14,4619002,rural,9,2010/11,tza-nps-2010,wave 2
4.06019E+14,4619002,urban,9,2010/11,tza-nps-2010,wave 2
4.06019E+14,4619002,urban,9,2010/11,tza-nps-2010,wave 2
4.06019E+14,4619002,urban,9,2010/11,tza-nps-2010,wave 2
4.06019E+14,4619002,rural,9,2010/11,tza-nps-2010,wave 2
4.06019E+14,4619002,rural,9,2010/11,tza-nps-2010,wave 2
4.07011E+14,4711002,rural,9,2010/11,tza-nps-2010,wave 2
4.07011E+14,4711002,rural,9,2010/11,tza-nps-2010,wave 2
4.07011E+14,4711002,rural,9,2010/11,tza-nps-2010,wave 2
4.07011E+14,4711002,rural,9,2010/11,tza-nps-2010,wave 2
4.07011E+14,4711002,rural,9,2010/11,tza-nps-2010,wave 2
4.07011E+14,4711002,rural,9,2010/11,tza-nps-2010,wave 2
4.07011E+14,4711002,rural,9,2010/11,tza-nps-2010,wave 2
4.07011E+14,4711002,rural,9,2010/11,tza-nps-2010,wave 2
4.07011E+14,4711002,rural,9,2010/11,tza-nps-2010,wave 2
4.07011E+14,4711002,rural,9,2010/11,tza-nps-2010,wave 2
4.07011E+14,4711002,rural,9,2010/11,tza-nps-2010,wave 2
5.01008E+14,5108005,rural,3,2010/11,tza-nps-2010,wave 2
5.01008E+14,5108005,rural,3,2010/11,tza-nps-2010,wave 2
5.01008E+14,5108005,rural,3,2010/11,tza-nps-2010,wave 2
5.01008E+14,5108005,rural,3,2010/11,tza-nps-2010,wave 2
5.01008E+14,5108005,rural,3,2010/11,tza-nps-2010,wave 2
5.01008E+14,5108005,rural,3,2010/11,tza-nps-2010,wave 2
5.01008E+14,5108005,rural,3,2010/11,tza-nps-2010,wave 2
5.01008E+14,5108005,rural,3,2010/11,tza-nps-2010,wave 2
5.01034E+14,5134002,rural,3,2010/11,tza-nps-2010,wave 2
5.01034E+14,5134002,rural,3,2010/11,tza-nps-2010,wave 2
5.01034E+14,5134002,rural,3,2010/11,tza-nps-2010,wave 2
5.01034E+14,5134002,rural,3,2010/11,tza-nps-2010,wave 2
5.01034E+14,5134002,rural,3,2010/11,tza-nps-2010,wave 2
5.01034E+14,5134002,rural,3,2010/11,tza-nps-2010,wave 2
5.01034E+14,5134002,rural,3,2010/11,tza-nps-2010,wave 2
5.01034E+14,5134002,rural,3,2010/11,tza-nps-2010,wave 2
5.01034E+14,5134002,urban,3,2010/11,tza-nps-2010,wave 2
5.01034E+14,5134002,rural,3,2010/11,tza-nps-2010,wave 2
5.02018E+14,5218007,rural,3,2010/11,tza-nps-2010,wave 2
5.02018E+14,5218007,urban,3,2010/11,tza-nps-2010,wave 2
5.02018E+14,5218007,rural,3,2010/11,tza-nps-2010,wave 2
5.02018E+14,5218007,rural,3,2010/11,tza-nps-2010,wave 2
5.02018E+14,5218007,rural,3,2010/11,tza-nps-2010,wave 2
5.02018E+14,5218007,urban,3,2010/11,tza-nps-2010,wave 2
5.02018E+14,5218007,urban,3,2010/11,tza-nps-2010,wave 2
5.02018E+14,5218007,rural,3,2010/11,tza-nps-2010,wave 2
5.02018E+14,5218007,rural,3,2010/11,tza-nps-2010,wave 2
5.02018E+14,5218007,rural,3,2010/11,tza-nps-2010,wave 2
5.03008E+14,5308321,urban,4,2010/11,tza-nps-2010,wave 2
5.03008E+14,5308321,urban,4,2010/11,tza-nps-2010,wave 2
5.03008E+14,5308321,urban,4,2010/11,tza-nps-2010,wave 2
5.03008E+14,5308321,rural,4,2010/11,tza-nps-2010,wave 2
5.03008E+14,5308321,urban,4,2010/11,tza-nps-2010,wave 2
5.03008E+14,5308321,urban,4,2010/11,tza-nps-2010,wave 2
5.03008E+14,5308321,urban,4,2010/11,tza-nps-2010,wave 2
5.03008E+14,5308321,rural,4,2010/11,tza-nps-2010,wave 2
5.03008E+14,5308321,rural,4,2010/11,tza-nps-2010,wave 2
5.03008E+14,5308321,urban,4,2010/11,tza-nps-2010,wave 2
5.0301E+14,5310001,rural,3,2010/11,tza-nps-2010,wave 2
5.0301E+14,5310001,rural,3,2010/11,tza-nps-2010,wave 2
5.0301E+14,5310001,rural,3,2010/11,tza-nps-2010,wave 2
5.0301E+14,5310001,rural,3,2010/11,tza-nps-2010,wave 2
5.0301E+14,5310001,rural,3,2010/11,tza-nps-2010,wave 2
5.0301E+14,5310001,rural,3,2010/11,tza-nps-2010,wave 2
5.0301E+14,5310001,rural,3,2010/11,tza-nps-2010,wave 2
5.0301E+14,5310001,rural,3,2010/11,tza-nps-2010,wave 2
5.0301E+14,5310001,rural,3,2010/11,tza-nps-2010,wave 2
5.04005E+14,5405303,urban,4,2010/11,tza-nps-2010,wave 2
5.04005E+14,5405303,urban,4,2010/11,tza-nps-2010,wave 2
5.04005E+14,5405303,urban,4,2010/11,tza-nps-2010,wave 2
5.04005E+14,5405303,urban,4,2010/11,tza-nps-2010,wave 2
5.04005E+14,5405303,urban,4,2010/11,tza-nps-2010,wave 2
5.04005E+14,5405303,urban,4,2010/11,tza-nps-2010,wave 2
5.04005E+14,5405303,urban,4,2010/11,tza-nps-2010,wave 2
5.04005E+14,5405303,urban,4,2010/11,tza-nps-2010,wave 2
5.04005E+14,5405303,urban,4,2010/11,tza-nps-2010,wave 2
5.04005E+14,5405303,urban,4,2010/11,tza-nps-2010,wave 2
5.04007E+14,5407002,rural,3,2010/11,tza-nps-2010,wave 2
5.04007E+14,5407002,rural,3,2010/11,tza-nps-2010,wave 2
5.04007E+14,5407002,rural,3,2010/11,tza-nps-2010,wave 2
5.04007E+14,5407002,rural,3,2010/11,tza-nps-2010,wave 2
5.04007E+14,5407002,rural,3,2010/11,tza-nps-2010,wave 2
5.04007E+14,5407002,rural,3,2010/11,tza-nps-2010,wave 2
5.04007E+14,5407002,rural,3,2010/11,tza-nps-2010,wave 2
5.04007E+14,5407002,rural,3,2010/11,tza-nps-2010,wave 2
5.05002E+14,5502018,urban,4,2010/11,tza-nps-2010,wave 2
5.05002E+14,5502018,urban,4,2010/11,tza-nps-2010,wave 2
5.05002E+14,5502018,urban,4,2010/11,tza-nps-2010,wave 2
5.05002E+14,5502018,urban,4,2010/11,tza-nps-2010,wave 2
5.05002E+14,5502018,urban,4,2010/11,tza-nps-2010,wave 2
5.05002E+14,5502018,urban,4,2010/11,tza-nps-2010,wave 2
5.05002E+14,5502018,urban,4,2010/11,tza-nps-2010,wave 2
5.05002E+14,5502018,urban,4,2010/11,tza-nps-2010,wave 2
5.05002E+14,5502018,urban,4,2010/11,tza-nps-2010,wave 2
5.05009E+14,5509001,rural,3,2010/11,tza-nps-2010,wave 2
5.05009E+14,5509001,rural,3,2010/11,tza-nps-2010,wave 2
5.05009E+14,5509001,rural,3,2010/11,tza-nps-2010,wave 2
5.05009E+14,5509001,rural,3,2010/11,tza-nps-2010,wave 2
5.05009E+14,5509001,rural,3,2010/11,tza-nps-2010,wave 2
5.05009E+14,5509001,rural,3,2010/11,tza-nps-2010,wave 2
5.05009E+14,5509001,rural,3,2010/11,tza-nps-2010,wave 2
5.05009E+14,5509001,rural,3,2010/11,tza-nps-2010,wave 2
5.05009E+14,5509001,rural,3,2010/11,tza-nps-2010,wave 2
5.05009E+14,5509333,urban,4,2010/11,tza-nps-2010,wave 2
5.05009E+14,5509333,urban,4,2010/11,tza-nps-2010,wave 2
5.05009E+14,5509333,urban,4,2010/11,tza-nps-2010,wave 2
5.05009E+14,5509333,urban,4,2010/11,tza-nps-2010,wave 2
5.05009E+14,5509333,urban,4,2010/11,tza-nps-2010,wave 2
5.05009E+14,5509333,urban,4,2010/11,tza-nps-2010,wave 2
5.05009E+14,5509333,urban,4,2010/11,tza-nps-2010,wave 2
5.05019E+14,5519314,urban,4,2010/11,tza-nps-2010,wave 2
5.05019E+14,5519314,urban,4,2010/11,tza-nps-2010,wave 2
5.05019E+14,5519314,urban,4,2010/11,tza-nps-2010,wave 2
5.05019E+14,5519314,urban,4,2010/11,tza-nps-2010,wave 2
5.05019E+14,5519314,urban,4,2010/11,tza-nps-2010,wave 2
5.05019E+14,5519314,urban,4,2010/11,tza-nps-2010,wave 2
5.05019E+14,5519314,urban,4,2010/11,tza-nps-2010,wave 2
5.05019E+14,5519314,urban,4,2010/11,tza-nps-2010,wave 2
5.05019E+14,5519314,urban,4,2010/11,tza-nps-2010,wave 2
5.06008E+14,5608006,rural,3,2010/11,tza-nps-2010,wave 2
5.06008E+14,5608006,rural,3,2010/11,tza-nps-2010,wave 2
5.06008E+14,5608006,rural,3,2010/11,tza-nps-2010,wave 2
5.06008E+14,5608006,rural,3,2010/11,tza-nps-2010,wave 2
5.06008E+14,5608006,rural,3,2010/11,tza-nps-2010,wave 2
5.06008E+14,5608006,rural,3,2010/11,tza-nps-2010,wave 2
5.06008E+14,5608006,rural,3,2010/11,tza-nps-2010,wave 2
5.06008E+14,5608006,rural,3,2010/11,tza-nps-2010,wave 2
5.06009E+14,5609003,rural,3,2010/11,tza-nps-2010,wave 2
5.06009E+14,5609003,rural,3,2010/11,tza-nps-2010,wave 2
5.06009E+14,5609003,rural,3,2010/11,tza-nps-2010,wave 2
5.06009E+14,5609003,rural,3,2010/11,tza-nps-2010,wave 2
5.06009E+14,5609003,rural,3,2010/11,tza-nps-2010,wave 2
5.06009E+14,5609003,rural,3,2010/11,tza-nps-2010,wave 2
5.06009E+14,5609003,rural,3,2010/11,tza-nps-2010,wave 2
5.06009E+14,5609003,rural,3,2010/11,tza-nps-2010,wave 2
5.06011E+14,5611001,rural,3,2010/11,tza-nps-2010,wave 2
5.06011E+14,5611001,rural,3,2010/11,tza-nps-2010,wave 2
5.06011E+14,5611001,rural,3,2010/11,tza-nps-2010,wave 2
5.06011E+14,5611001,rural,3,2010/11,tza-nps-2010,wave 2
5.06011E+14,5611001,rural,3,2010/11,tza-nps-2010,wave 2
5.06011E+14,5611001,rural,3,2010/11,tza-nps-2010,wave 2
5.06011E+14,5611001,rural,3,2010/11,tza-nps-2010,wave 2
5.06011E+14,5611001,rural,3,2010/11,tza-nps-2010,wave 2
5.06011E+14,5611001,rural,3,2010/11,tza-nps-2010,wave 2
6.01006E+14,6106018,urban,4,2010/11,tza-nps-2010,wave 2
6.01006E+14,6106018,urban,4,2010/11,tza-nps-2010,wave 2
6.01006E+14,6106018,urban,4,2010/11,tza-nps-2010,wave 2
6.01006E+14,6106018,urban,4,2010/11,tza-nps-2010,wave 2
6.01006E+14,6106018,urban,4,2010/11,tza-nps-2010,wave 2
6.01006E+14,6106018,urban,4,2010/11,tza-nps-2010,wave 2
6.01006E+14,6106018,urban,4,2010/11,tza-nps-2010,wave 2
6.01006E+14,6106018,urban,4,2010/11,tza-nps-2010,wave 2
6.01006E+14,6106018,urban,4,2010/11,tza-nps-2010,wave 2
6.01006E+14,6106018,urban,4,2010/11,tza-nps-2010,wave 2
6.01006E+14,6106018,urban,4,2010/11,tza-nps-2010,wave 2
6.01012E+14,6112001,rural,3,2010/11,tza-nps-2010,wave 2
6.01012E+14,6112001,rural,3,2010/11,tza-nps-2010,wave 2
6.01012E+14,6112001,urban,3,2010/11,tza-nps-2010,wave 2
6.01012E+14,6112001,urban,3,2010/11,tza-nps-2010,wave 2
6.01012E+14,6112001,urban,3,2010/11,tza-nps-2010,wave 2
6.01012E+14,6112001,rural,3,2010/11,tza-nps-2010,wave 2
6.01012E+14,6112001,rural,3,2010/11,tza-nps-2010,wave 2
6.01012E+14,6112001,urban,3,2010/11,tza-nps-2010,wave 2
6.01012E+14,6112001,urban,3,2010/11,tza-nps-2010,wave 2
6.01012E+14,6112001,urban,3,2010/11,tza-nps-2010,wave 2
6.01012E+14,6112001,rural,3,2010/11,tza-nps-2010,wave 2
6.01012E+14,6112001,rural,3,2010/11,tza-nps-2010,wave 2
6.01012E+14,6112001,urban,3,2010/11,tza-nps-2010,wave 2
6.01012E+14,6112001,urban,3,2010/11,tza-nps-2010,wave 2
6.02005E+14,6205001,rural,3,2010/11,tza-nps-2010,wave 2
6.02005E+14,6205001,rural,3,2010/11,tza-nps-2010,wave 2
6.02005E+14,6205001,rural,3,2010/11,tza-nps-2010,wave 2
6.02005E+14,6205001,urban,3,2010/11,tza-nps-2010,wave 2
6.02005E+14,6205001,rural,3,2010/11,tza-nps-2010,wave 2
6.02005E+14,6205001,rural,3,2010/11,tza-nps-2010,wave 2
6.02005E+14,6205001,rural,3,2010/11,tza-nps-2010,wave 2
6.02005E+14,6205001,rural,3,2010/11,tza-nps-2010,wave 2
6.02005E+14,6205001,rural,3,2010/11,tza-nps-2010,wave 2
6.02005E+14,6205001,rural,3,2010/11,tza-nps-2010,wave 2
6.03013E+14,6313001,rural,3,2010/11,tza-nps-2010,wave 2
6.03013E+14,6313001,rural,3,2010/11,tza-nps-2010,wave 2
6.03013E+14,6313001,rural,3,2010/11,tza-nps-2010,wave 2
6.03013E+14,6313001,rural,3,2010/11,tza-nps-2010,wave 2
6.03013E+14,6313001,rural,3,2010/11,tza-nps-2010,wave 2
6.03013E+14,6313001,rural,3,2010/11,tza-nps-2010,wave 2
6.03013E+14,6313001,urban,3,2010/11,tza-nps-2010,wave 2
6.03013E+14,6313001,rural,3,2010/11,tza-nps-2010,wave 2
6.03013E+14,6313001,rural,3,2010/11,tza-nps-2010,wave 2
6.0401E+14,6410006,rural,3,2010/11,tza-nps-2010,wave 2
6.0401E+14,6410006,rural,3,2010/11,tza-nps-2010,wave 2
6.0401E+14,6410006,rural,3,2010/11,tza-nps-2010,wave 2
6.0401E+14,6410006,urban,3,2010/11,tza-nps-2010,wave 2
6.0401E+14,6410006,rural,3,2010/11,tza-nps-2010,wave 2
6.0401E+14,6410006,rural,3,2010/11,tza-nps-2010,wave 2
6.0401E+14,6410006,urban,3,2010/11,tza-nps-2010,wave 2
6.0401E+14,6410006,urban,3,2010/11,tza-nps-2010,wave 2
6.0401E+14,6410006,urban,3,2010/11,tza-nps-2010,wave 2
6.0401E+14,6410006,rural,3,2010/11,tza-nps-2010,wave 2
6.0401E+14,6410006,urban,3,2010/11,tza-nps-2010,wave 2
6.0401E+14,6410006,rural,3,2010/11,tza-nps-2010,wave 2
6.0401E+14,6410006,rural,3,2010/11,tza-nps-2010,wave 2
6.0401E+14,6410006,rural,3,2010/11,tza-nps-2010,wave 2
6.05012E+14,6512004,rural,3,2010/11,tza-nps-2010,wave 2
6.05012E+14,6512004,rural,3,2010/11,tza-nps-2010,wave 2
6.05012E+14,6512004,rural,3,2010/11,tza-nps-2010,wave 2
6.05012E+14,6512004,rural,3,2010/11,tza-nps-2010,wave 2
6.05012E+14,6512004,rural,3,2010/11,tza-nps-2010,wave 2
6.05012E+14,6512004,rural,3,2010/11,tza-nps-2010,wave 2
6.05012E+14,6512004,rural,3,2010/11,tza-nps-2010,wave 2
6.05012E+14,6512004,rural,3,2010/11,tza-nps-2010,wave 2
6.05012E+14,6512004,rural,3,2010/11,tza-nps-2010,wave 2
6.05012E+14,6512302,urban,4,2010/11,tza-nps-2010,wave 2
6.05012E+14,6512302,rural,4,2010/11,tza-nps-2010,wave 2
6.05012E+14,6512302,urban,4,2010/11,tza-nps-2010,wave 2
6.05012E+14,6512302,urban,4,2010/11,tza-nps-2010,wave 2
6.05012E+14,6512302,urban,4,2010/11,tza-nps-2010,wave 2
6.05012E+14,6512302,urban,4,2010/11,tza-nps-2010,wave 2
6.05012E+14,6512302,rural,4,2010/11,tza-nps-2010,wave 2
6.05012E+14,6512302,urban,4,2010/11,tza-nps-2010,wave 2
6.06007E+14,6607003,rural,3,2010/11,tza-nps-2010,wave 2
6.06007E+14,6607003,rural,3,2010/11,tza-nps-2010,wave 2
6.06007E+14,6607003,rural,3,2010/11,tza-nps-2010,wave 2
6.06007E+14,6607003,rural,3,2010/11,tza-nps-2010,wave 2
6.06007E+14,6607003,rural,3,2010/11,tza-nps-2010,wave 2
6.06007E+14,6607003,rural,3,2010/11,tza-nps-2010,wave 2
6.06007E+14,6607003,rural,3,2010/11,tza-nps-2010,wave 2
6.06007E+14,6607003,rural,3,2010/11,tza-nps-2010,wave 2
7.01001E+14,7101004,urban,4,2010/11,tza-nps-2010,wave 2
7.01001E+14,7101004,urban,4,2010/11,tza-nps-2010,wave 2
7.01001E+14,7101004,urban,4,2010/11,tza-nps-2010,wave 2
7.01001E+14,7101004,urban,4,2010/11,tza-nps-2010,wave 2
7.01001E+14,7101004,urban,4,2010/11,tza-nps-2010,wave 2
7.01001E+14,7101004,urban,4,2010/11,tza-nps-2010,wave 2
7.01001E+14,7101004,urban,4,2010/11,tza-nps-2010,wave 2
7.01001E+14,7101004,urban,4,2010/11,tza-nps-2010,wave 2
7.01001E+14,7101034,urban,4,2010/11,tza-nps-2010,wave 2
7.01001E+14,7101034,urban,4,2010/11,tza-nps-2010,wave 2
7.01001E+14,7101034,urban,4,2010/11,tza-nps-2010,wave 2
7.01001E+14,7101034,urban,4,2010/11,tza-nps-2010,wave 2
7.01001E+14,7101034,urban,4,2010/11,tza-nps-2010,wave 2
7.01001E+14,7101034,urban,4,2010/11,tza-nps-2010,wave 2
7.01001E+14,7101034,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104024,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104024,rural,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104024,rural,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104024,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104024,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104024,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104024,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104111,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104111,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104111,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104111,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104111,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104111,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104111,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104111,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104136,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104136,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104136,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104136,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104136,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104136,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104136,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104136,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104136,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104136,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104136,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104145,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104145,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104145,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104145,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104145,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104145,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104145,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104145,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104145,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104145,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104145,urban,4,2010/11,tza-nps-2010,wave 2
7.01004E+14,7104145,rural,4,2010/11,tza-nps-2010,wave 2
7.01005E+14,7105008,urban,4,2010/11,tza-nps-2010,wave 2
7.01005E+14,7105008,urban,4,2010/11,tza-nps-2010,wave 2
7.01005E+14,7105008,urban,4,2010/11,tza-nps-2010,wave 2
7.01005E+14,7105008,urban,4,2010/11,tza-nps-2010,wave 2
7.01005E+14,7105008,urban,4,2010/11,tza-nps-2010,wave 2
7.01005E+14,7105008,urban,4,2010/11,tza-nps-2010,wave 2
7.01005E+14,7105008,urban,4,2010/11,tza-nps-2010,wave 2
7.01005E+14,7105008,urban,4,2010/11,tza-nps-2010,wave 2
7.01005E+14,7105008,urban,4,2010/11,tza-nps-2010,wave 2
7.01006E+14,7106104,urban,4,2010/11,tza-nps-2010,wave 2
7.01006E+14,7106104,urban,4,2010/11,tza-nps-2010,wave 2
7.01006E+14,7106104,urban,4,2010/11,tza-nps-2010,wave 2
7.01006E+14,7106104,urban,4,2010/11,tza-nps-2010,wave 2
7.01006E+14,7106104,urban,4,2010/11,tza-nps-2010,wave 2
7.01006E+14,7106104,urban,4,2010/11,tza-nps-2010,wave 2
7.01006E+14,7106104,urban,4,2010/11,tza-nps-2010,wave 2
7.01006E+14,7106104,urban,4,2010/11,tza-nps-2010,wave 2
7.01006E+14,7106104,urban,4,2010/11,tza-nps-2010,wave 2
7.01006E+14,7106104,urban,4,2010/11,tza-nps-2010,wave 2
7.01006E+14,7106104,urban,4,2010/11,tza-nps-2010,wave 2
7.01006E+14,7106104,urban,4,2010/11,tza-nps-2010,wave 2
7.01007E+14,7107028,urban,4,2010/11,tza-nps-2010,wave 2
7.01007E+14,7107028,urban,4,2010/11,tza-nps-2010,wave 2
7.01007E+14,7107028,urban,4,2010/11,tza-nps-2010,wave 2
7.01007E+14,7107028,urban,4,2010/11,tza-nps-2010,wave 2
7.01007E+14,7107028,urban,4,2010/11,tza-nps-2010,wave 2
7.01007E+14,7107028,urban,4,2010/11,tza-nps-2010,wave 2
7.01007E+14,7107028,urban,4,2010/11,tza-nps-2010,wave 2
7.01007E+14,7107028,urban,4,2010/11,tza-nps-2010,wave 2
7.01007E+14,7107028,urban,4,2010/11,tza-nps-2010,wave 2
7.01007E+14,7107052,urban,4,2010/11,tza-nps-2010,wave 2
7.01007E+14,7107052,urban,4,2010/11,tza-nps-2010,wave 2
7.01007E+14,7107052,urban,4,2010/11,tza-nps-2010,wave 2
7.01007E+14,7107052,urban,4,2010/11,tza-nps-2010,wave 2
7.01007E+14,7107052,urban,4,2010/11,tza-nps-2010,wave 2
7.01007E+14,7107052,urban,4,2010/11,tza-nps-2010,wave 2
7.01007E+14,7107052,urban,4,2010/11,tza-nps-2010,wave 2
7.01007E+14,7107052,urban,4,2010/11,tza-nps-2010,wave 2
7.01007E+14,7107052,urban,4,2010/11,tza-nps-2010,wave 2
7.01008E+14,7108005,urban,4,2010/11,tza-nps-2010,wave 2
7.01008E+14,7108005,urban,4,2010/11,tza-nps-2010,wave 2
7.01008E+14,7108005,urban,4,2010/11,tza-nps-2010,wave 2
7.01008E+14,7108005,urban,4,2010/11,tza-nps-2010,wave 2
7.01008E+14,7108005,urban,4,2010/11,tza-nps-2010,wave 2
7.01008E+14,7108005,urban,4,2010/11,tza-nps-2010,wave 2
7.01008E+14,7108005,urban,4,2010/11,tza-nps-2010,wave 2
7.01008E+14,7108005,urban,4,2010/11,tza-nps-2010,wave 2
7.01008E+14,7108005,urban,4,2010/11,tza-nps-2010,wave 2
7.01008E+14,7108043,urban,4,2010/11,tza-nps-2010,wave 2
7.01008E+14,7108043,urban,4,2010/11,tza-nps-2010,wave 2
7.01008E+14,7108043,urban,4,2010/11,tza-nps-2010,wave 2
7.01008E+14,7108043,urban,4,2010/11,tza-nps-2010,wave 2
7.01008E+14,7108043,urban,4,2010/11,tza-nps-2010,wave 2
7.01008E+14,7108043,urban,4,2010/11,tza-nps-2010,wave 2
7.01008E+14,7108043,urban,4,2010/11,tza-nps-2010,wave 2
7.01008E+14,7108043,urban,4,2010/11,tza-nps-2010,wave 2
7.01008E+14,7108043,urban,4,2010/11,tza-nps-2010,wave 2
7.01009E+14,7109004,urban,4,2010/11,tza-nps-2010,wave 2
7.01009E+14,7109004,urban,4,2010/11,tza-nps-2010,wave 2
7.01009E+14,7109004,urban,4,2010/11,tza-nps-2010,wave 2
7.01009E+14,7109004,urban,4,2010/11,tza-nps-2010,wave 2
7.01009E+14,7109004,urban,4,2010/11,tza-nps-2010,wave 2
7.01009E+14,7109004,urban,4,2010/11,tza-nps-2010,wave 2
7.01009E+14,7109004,urban,4,2010/11,tza-nps-2010,wave 2
7.01009E+14,7109004,urban,4,2010/11,tza-nps-2010,wave 2
7.01009E+14,7109004,urban,4,2010/11,tza-nps-2010,wave 2
