hhid,hc_seq_5m,res03_crav6190l_silr_cer
08010160070147,5139114,5
08010160070205,5139114,5
08010160070215,5139114,5
08010183100006,5117512,
08010183100050,5117512,
08010183100054,5117512,
08010183100055,5117512,
08010183100067,5117512,
08010183100086,5117512,
08010183100090,5117512,
08010183100092,5117512,
08010203180005,5130474,
08010203180006,5130474,
08010203180008,5130474,
08010203180017,5130474,
08010203180035,5130474,
08010203180039,5130474,
08010203180048,5130474,
08010203180055,5130474,
08020130030068,5195271,5
08020130030092,5195271,5
08020130030175,5195271,5
08020130030188,5195271,5
08020130030241,5195271,5
08020130030242,5195271,5
08020130030246,5195271,5
08020130030300,5195271,5
08020190010173,5190950,5
08020190010203,5190950,5
08020190010258,5190950,5
08020190010272,5190950,5
08020190010349,5190950,5
08020190010411,5190950,5
08020190010432,5190950,5
08020190010468,5190950,5
08020240020114,5182311,6
08020240020396,5182311,6
08020240020460,5182311,6
08020240020599,5182311,6
08020240020648,5182311,6
08020240020693,5182311,6
08020240020768,5182311,6
08020240020854,5182311,6
08030100020045,5212536,3
08030100020133,5212536,3
08030100020143,5212536,3
08030100020174,5212536,3
08030100020178,5212536,3
08030100020184,5212536,3
08030100020311,5212536,3
08040010030068,5173655,3
08040010030092,5173655,3
08040010030175,5173655,3
08040010030188,5173655,3
08040010030300,5173655,3
08040010030322,5173655,3
08040010030411,5173655,3
08040010030625,5173655,3
08040030030125,5195254,5
08040030030177,5195254,5
08040030030234,5195254,5
08040030030290,5195254,5
08040030030333,5195254,5
08040030030341,5195254,5
08040030030394,5195254,5
08040030030404,5195254,5
08040040020016,5165008,5
08040040020035,5165008,5
08040040020045,5165008,5
08040040020050,5165008,5
08040040020075,5165008,5
08040040020084,5165008,5
08040040020088,5165008,5
08040040020110,5165008,5
08040150020006,5173655,3
08040150020054,5173655,3
08040150020055,5173655,3
08040150020067,5173655,3
08040150020086,5173655,3
08040150020090,5173655,3
08040150020091,5173655,3
08040150020092,5173655,3
08050013110022,5186627,5
08050013110025,5186627,5
08050013110043,5186627,5
08050013110049,5186627,5
08050013110069,5186627,5
08050013110078,5186627,5
08050013110100,5186627,5
08050013110123,5186627,5
08050060020027,5199587,5
08050060020032,5199587,5
08050060020136,5199587,5
08050060020147,5199587,5
08050060020258,5199587,5
08050060020458,5199587,5
08050060020530,5199587,5
08050060020825,5199587,5
08050080010092,5186626,4
08050080010175,5186626,4
08050080010188,5186626,4
08050080010192,5186626,4
08050080010322,5186626,4
08050080010411,5186626,4
08050080010557,5186626,4
08050080010753,5186626,4
08060120010003,5186635,4
08060120010007,5186635,4
08060120010010,5186635,4
08060120010012,5186635,4
08060120010019,5186635,4
08060120010021,5186635,4
08060120010023,5186635,4
08060120010052,5186635,4
08060120020034,5186636,
08060120020036,5186636,
08060120020044,5186636,
08060120020048,5186636,
08060120020059,5186636,
08060120020062,5186636,
08060120020065,5186636,
08060120020072,5186636,
09010100030016,5216878,4
09010100030039,5216878,4
09010100030055,5216878,4
09010100030084,5216878,4
09010100030131,5216878,4
09010100030272,5216878,4
09010100030419,5216878,4
09010100030507,5216878,4
09010110040148,5208239,4
09010110040176,5208239,4
09010110040217,5208239,4
09010110040263,5208239,4
09010110040297,5208239,4
09010110040317,5208239,4
09010110040321,5208239,4
09010110040401,5208239,4
09010120010055,5203918,4
09010120010114,5203918,4
09010120010168,5203918,4
09010120010328,5203918,4
09010120010347,5203918,4
09010120010396,5203918,4
09010120010407,5203918,4
09010120010477,5203918,4
09010120060114,5208237,4
09010120060347,5208237,4
09010120060396,5208237,4
09010120060460,5208237,4
09010120060574,5208237,4
09010120060599,5208237,4
09010120060648,5208237,4
09010120060768,5208237,4
09010130070148,5199598,4
09010130070263,5199598,4
09010130070297,5199598,4
09010130070321,5199598,4
09010130070445,5199598,4
09010130070511,5199598,4
09010130070558,5199598,4
09010130070706,5199598,4
09010160020068,5190959,
09010160020092,5190959,
09010160020175,5190959,
09010160020188,5190959,
09010160020241,5190959,
09010160020242,5190959,
09010160020249,5190959,
09010160020322,5190959,
09020013500004,5234151,5
09020013500018,5234151,5
09020013500024,5234151,5
09020013500026,5234151,5
09020013500031,5234151,5
09020013500032,5234151,5
09020013500042,5234151,5
09020013500049,5234151,5
09020013600001,5234151,5
09020013600002,5234151,5
09020013600003,5234151,5
09020013600004,5234151,5
09020013600008,5234151,5
09020013600009,5234151,5
09020013600010,5234151,5
09020013600014,5234151,5
09020050030199,5234152,5
09020050030263,5234152,5
09020050030283,5234152,5
09020050030307,5234152,5
09020050030405,5234152,5
09020050030429,5234152,5
09020050030447,5234152,5
09020050030470,5234152,5
09020150070148,5221193,4
09020150070176,5221193,4
09020150070217,5221193,4
09020150070263,5221193,4
09020150070297,5221193,4
09020150070317,5221193,4
09020150070321,5221193,4
09020150070401,5221193,4
09020160030028,5212552,5
09020160030042,5212552,5
09020160030044,5212552,5
09020160030103,5212552,5
09020160030115,5212552,5
09020160030124,5212552,5
09020160030175,5212552,5
09020160030231,5212552,5
09020180050225,5225512,4
09020180050345,5225512,4
09020180050379,5225512,4
09020180050423,5225512,4
09020180050427,5225512,4
09020180050451,5225512,4
09020180050494,5225512,4
09020180050554,5225512,4
09030010160034,5221185,3
09030010160036,5221185,3
09030010160044,5221185,3
09030010160048,5221185,3
09030010160059,5221185,3
09030010160062,5221185,3
09030010160065,5221185,3
09030010160072,5221185,3
09030020070068,5225505,2
09030020070092,5225505,2
09030020070175,5225505,2
09030020070188,5225505,2
09030020070241,5225505,2
09030020070242,5225505,2
09030020070300,5225505,2
09030020070335,5225505,2
09030110020020,5212547,5
09030110020126,5212547,5
09030110020189,5212547,5
09030110020215,5212547,5
09030110020280,5212547,5
09030110020698,5212547,5
09030110020699,5212547,5
09030110020729,5212547,5
09030120050055,5208228,5
09030120050168,5208228,5
09030120050280,5208228,5
09030120050328,5208228,5
09030120050396,5208228,5
09030120050407,5208228,5
09030120050460,5208228,5
09030120050477,5208228,5
09030200040114,5229822,2
09030200040347,5229822,2
09030200040396,5229822,2
09030200040460,5229822,2
09030200040648,5229822,2
09030200040693,5229822,2
09030200040768,5229822,2
09030200040854,5229822,2
09030270040010,5225509,4
09030270040079,5225509,4
09030270040172,5225509,4
09030270040175,5225509,4
09030270040371,5225509,4
09030270040378,5225509,4
09030270040379,5225509,4
09030270040589,5225509,4
09040070030103,5225516,4
09040070030151,5225516,4
09040070030179,5225516,4
09040070030184,5225516,4
09040070030221,5225516,4
09040070030274,5225516,4
09040070030280,5225516,4
09040070030318,5225516,4
09040110020006,5229833,5
09040110020055,5229833,5
09040110020086,5229833,5
09040110020090,5229833,5
09040110020116,5229833,5
09040110020155,5229833,5
09040110020158,5229833,5
09040110020193,5229833,5
09050010040025,5199602,
09050010040031,5199602,
09050010040043,5199602,
09050010040044,5199602,
09050010040053,5199602,
09050010040058,5199602,
09050010040080,5199602,
09050010040113,5199602,
09050020260006,5199602,
09050020260047,5199602,
09050020260050,5199602,
09050020260054,5199602,
09050020260065,5199602,
09050020260067,5199602,
09050020260086,5199602,
09050020260091,5199602,
09050030010115,5203922,4
09050030010196,5203922,4
09050030010222,5203922,4
09050030010263,5203922,4
09050030010340,5203922,4
09050030010429,5203922,4
09050030010459,5203922,4
09050030010503,5203922,4
09050120030044,5199601,
09050120030112,5199601,
09050120030115,5199601,
09050120030124,5199601,
09050120030193,5199601,
09050120030317,5199601,
09050120030419,5199601,
09050120030483,5199601,
09050123250002,5199602,
09050123250012,5199602,
09050123250020,5199602,
09050123250038,5199602,
09050123250042,5199602,
09050123250058,5199602,
09050123250059,5199602,
09050123250081,5199602,
10010030040014,5234128,3
10010030040029,5234128,3
10010030040042,5234128,3
10010030040181,5234128,3
10010030040207,5234128,3
10010030040293,5234128,3
10010030040381,5234128,3
10010030040455,5234128,3
10010033050028,5238448,5
10010033050034,5238448,5
10010033050040,5238448,5
10010033050042,5238448,5
10010033050044,5238448,5
10010033050054,5238448,5
10010033050059,5238448,5
10010033050078,5238448,5
10010033060028,5238448,5
10010033060042,5238448,5
10010033060044,5238448,5
10010033060059,5238448,5
10010033060089,5238448,5
10010033060103,5238448,5
10010033060112,5238448,5
10010033060124,5238448,5
10010033250007,5238448,5
10010033250013,5238448,5
10010033250032,5238448,5
10010033250041,5238448,5
10010033250049,5238448,5
10010033250054,5238448,5
10010033250077,5238448,5
10010033250080,5238448,5
10010190040001,5234127,4
10010190040030,5234127,4
10010190040031,5234127,4
10010190040042,5234127,4
10010190040046,5234127,4
10010190040055,5234127,4
10010190040058,5234127,4
10010190040124,5234127,4
10020070040016,5260027,3
10020070040045,5260027,3
10020070040050,5260027,3
10020070040063,5260027,3
10020070040088,5260027,3
10020070040110,5260027,3
10020070040136,5260027,3
10020070040161,5260027,3
10020090030112,5216824,2
10020090030136,5216824,2
10020090030186,5216824,2
10020090030240,5216824,2
10020090030307,5216824,2
10020090030341,5216824,2
10020090030389,5216824,2
10020090030452,5216824,2
10020113110008,5216825,2
10020113110013,5216825,2
10020113110016,5216825,2
10020113110019,5216825,2
10020113110030,5216825,2
10020113110033,5216825,2
10020113110083,5216825,2
10020113110096,5216825,2
10020140040036,5225468,5
10020140040059,5225468,5
10020140040068,5225468,5
10020140040092,5225468,5
10020140040181,5225468,5
10020140040188,5225468,5
10020140040192,5225468,5
10020140040225,5225468,5
10030130010044,5251377,4
10030130010112,5251377,4
10030130010115,5251377,4
10030130010124,5251377,4
10030130010193,5251377,4
10030130010317,5251377,4
10030130010419,5251377,4
10030130010470,5251377,4
10030140020004,5242740,5
10030140020153,5242740,5
10030140020196,5242740,5
10030140020317,5242740,5
10030140020349,5242740,5
10030140020405,5242740,5
10030140020500,5242740,5
10030140020509,5242740,5
10030180030055,5242735,5
10030180030114,5242735,5
10030180030116,5242735,5
10030180030158,5242735,5
10030180030168,5242735,5
10030180030193,5242735,5
10030180030280,5242735,5
10030180030328,5242735,5
10030220020148,5234098,6
10030220020217,5234098,6
10030220020263,5234098,6
10030220020283,5234098,6
10030220020321,5234098,6
10030220020336,5234098,6
10030220020401,5234098,6
10030220020453,5234098,6
10030370010063,5212495,5
10030370010083,5212495,5
10030370010208,5212495,5
10030370010264,5212495,5
10030370010293,5212495,5
10030370010372,5212495,5
10030370010413,5212495,5
10030370010429,5212495,5
10050060010053,5208188,2
10050060010111,5208188,2
10050060010206,5208188,2
10050060010208,5208188,2
10050060010219,5208188,2
10050060010346,5208188,2
10050060010627,5208188,2
10050060010628,5208188,2
10050090010148,5186590,3
10050090010263,5186590,3
10050090010283,5186590,3
10050090010297,5186590,3
10050090010336,5186590,3
10050090010511,5186590,3
10050090010558,5186590,3
10050090010656,5186590,3
10050110050036,5212515,2
10050110050059,5212515,2
10050110050068,5212515,2
10050110050072,5212515,2
10050110050092,5212515,2
10050110050125,5212515,2
10050110050166,5212515,2
10050110050177,5212515,2
11010020050047,5065628,4
11010020050092,5065628,4
11010020050096,5065628,4
11010020050131,5065628,4
11010020050245,5065628,4
11010020050246,5065628,4
11010020050313,5065628,4
11010020050363,5065628,4
11010120020069,5078580,5
11010120020079,5078580,5
11010120020086,5078580,5
11010120020121,5078580,5
11010120020143,5078580,5
11010120020179,5078580,5
11010120020242,5078580,5
11010120020562,5078580,5
11020100040023,5108818,3
11020100040098,5108818,3
11020100040193,5108818,3
11020100040200,5108818,3
11020100040249,5108818,3
11020100040284,5108818,3
11020100040343,5108818,3
11020100040354,5108818,3
11020120010028,5104496,3
11020120010042,5104496,3
11020120010044,5104496,3
11020120010112,5104496,3
11020120010124,5104496,3
11020120010175,5104496,3
11020120010193,5104496,3
11020120010355,5104496,3
11020280020148,5108824,3
11020280020263,5108824,3
11020280020297,5108824,3
11020280020336,5108824,3
11020280020511,5108824,3
11020280020558,5108824,3
11020280020656,5108824,3
11020280021138,5108824,3
11020280050048,5108824,3
11020280050078,5108824,3
11020280050137,5108824,3
11020280050148,5108824,3
11020280050235,5108824,3
11020280050603,5108824,3
11020280050632,5108824,3
11020280050710,5108824,3
11030113060004,5130407,3
11030113060029,5130407,3
11030113060039,5130407,3
11030113060065,5130407,3
11030113060084,5130407,3
11030113060088,5130407,3
11030113060104,5130407,3
11030113060114,5130407,3
11040010010004,5147696,3
11040010010094,5147696,3
11040010010178,5147696,3
11040010010191,5147696,3
11040010010212,5147696,3
11040010010321,5147696,3
11040010010411,5147696,3
11040010010567,5147696,3
11040120030003,5134737,2
11040120030080,5134737,2
11040120030318,5134737,2
11040120030322,5134737,2
11040120030404,5134737,2
11040120030537,5134737,2
11040120030696,5134737,2
11040120030844,5134737,2
11050030010014,5173613,5
11050030010073,5173613,5
11050030010082,5173613,5
11050030010105,5173613,5
11050030010116,5173613,5
11050030010147,5173613,5
11050030010150,5173613,5
11050030010177,5173613,5
11050180020021,5190894,6
11050180020041,5190894,6
11050180020044,5190894,6
11050180020072,5190894,6
11050180020086,5190894,6
11050180020116,5190894,6
11050180020159,5190894,6
11050180020220,5190894,6
11050193010002,5186576,5
11050193010007,5186576,5
11050193010009,5186576,5
11050193010030,5186576,5
11050193010052,5186576,5
11050193010061,5186576,5
11050193010065,5186576,5
11050193010067,5186576,5
11060010130016,5065628,4
11060010130029,5065628,4
11060010130035,5065628,4
11060010130045,5065628,4
11060010130050,5065628,4
11060010130063,5065628,4
11060010130074,5065628,4
11060010130075,5065628,4
11060023310009,5065628,4
11060023310016,5065628,4
11060023310035,5065628,4
11060023310045,5065628,4
11060023310063,5065628,4
11060023310075,5065628,4
11060023310084,5065628,4
11060023310094,5065628,4
11060093070002,5069948,3
11060093070009,5069948,3
11060093070015,5069948,3
11060093070016,5069948,3
11060093070029,5069948,3
11060093070035,5069948,3
11060093070045,5069948,3
11060093070050,5069948,3
11070060090106,5056997,3
11070060090342,5056997,3
11070060090389,5056997,3
11070060090452,5056997,3
11070060090458,5056997,3
11070060090479,5056997,3
11070060090509,5056997,3
11070060090637,5056997,3
12010030020028,5069920,3
12010030020042,5069920,3
12010030020044,5069920,3
12010030020103,5069920,3
12010030020115,5069920,3
12010030020124,5069920,3
12010030020175,5069920,3
12010030020231,5069920,3
12010073060039,5104477,4
12010073060041,5104477,4
12010073060057,5104477,4
12010073060066,5104477,4
12010073060083,5104477,4
12010073060085,5104477,4
12010073060088,5104477,4
12010073060098,5104477,4
12010120010004,5117439,6
12010120010040,5117439,6
12010120010155,5117439,6
12010120010422,5117439,6
12010120010452,5117439,6
12010120010581,5117439,6
12010120010679,5117439,6
12010120010915,5117439,6
12010180040092,5104476,3
12010180040300,5104476,3
12010180040411,5104476,3
12010180040904,5104476,3
12010180041061,5104476,3
12010180041178,5104476,3
12010180041370,5104476,3
12010180041792,5104476,3
12020060030012,5143360,3
12020060030023,5143360,3
12020060030069,5143360,3
12020060030116,5143360,3
12020060030154,5143360,3
12020060030161,5143360,3
12020060030198,5143360,3
12020060030200,5143360,3
12020080010068,5139040,3
12020080010092,5139040,3
12020080010175,5139040,3
12020080010188,5139040,3
12020080010300,5139040,3
12020080010322,5139040,3
12020080010411,5139040,3
12020080010557,5139040,3
12030030010320,5156327,6
12030030010339,5156327,6
12030030010857,5156327,6
12030030010981,5156327,6
12030030011251,5156327,6
12030030011266,5156327,6
12030030011417,5156327,6
12030030011460,5156327,6
12030150020048,5164967,9
12030150020099,5164967,9
12030150020136,5164967,9
12030150020155,5164967,9
12030150020158,5164967,9
12030150020225,5164967,9
12030150020242,5164967,9
12030150020260,5164967,9
12040070040055,5139045,6
12040070040114,5139045,6
12040070040116,5139045,6
12040070040155,5139045,6
12040070040168,5139045,6
12040070040280,5139045,6
12040070040303,5139045,6
12040070040347,5139045,6
12040250070047,5147683,5
12040250070092,5147683,5
12040250070108,5147683,5
12040250070178,5147683,5
12040250070219,5147683,5
12040250070238,5147683,5
12040250070257,5147683,5
12040250070401,5147683,5
12040290020068,5139042,4
12040290020092,5139042,4
12040290020175,5139042,4
12040290020188,5139042,4
12040290020300,5139042,4
12040290020322,5139042,4
12040290020411,5139042,4
12040290020652,5139042,4
12050140010096,5156317,5
12050140010216,5156317,5
12050140010287,5156317,5
12050140010325,5156317,5
12050140010327,5156317,5
12050140010394,5156317,5
12050140010453,5156317,5
12050140010483,5156317,5
12050150030148,5156316,5
12050150030263,5156316,5
12050150030297,5156316,5
12050150030321,5156316,5
12050150030445,5156316,5
12050150030511,5156316,5
12050150030558,5156316,5
12050150030706,5156316,5
12060060040148,5126076,4
12060060040263,5126076,4
12060060040297,5126076,4
12060060040321,5126076,4
12060060040445,5126076,4
12060060040511,5126076,4
12060060040558,5126076,4
12060060040706,5126076,4
12060070050006,5126077,6
12060070050033,5126077,6
12060070050042,5126077,6
12060070050044,5126077,6
12060070050081,5126077,6
12060070050083,5126077,6
12060070050094,5126077,6
12060070050122,5126077,6
12060160010020,5139034,3
12060160010035,5139034,3
12060160010218,5139034,3
12060160010226,5139034,3
12060160010383,5139034,3
12060160010409,5139034,3
12060160010438,5139034,3
12060160010446,5139034,3
12070040010130,5113132,5
12070040010268,5113132,5
12070040010402,5113132,5
12070040010486,5113132,5
12070040010553,5113132,5
12070040010737,5113132,5
12070040010746,5113132,5
12070040010795,5113132,5
12080110010067,5130402,3
12080110010075,5130402,3
12080110010094,5130402,3
12080110010098,5130402,3
12080110010135,5130402,3
12080110010140,5130402,3
12080110010191,5130402,3
12080110010202,5130402,3
12080163050016,5126081,4
12080163050035,5126081,4
12080163050045,5126081,4
12080163050050,5126081,4
12080163050084,5126081,4
12080163050110,5126081,4
12080163050136,5126081,4
12080163050140,5126081,4
13010020030017,4884173,6
13010020030055,4884173,6
13010020030067,4884173,6
13010020030095,4884173,6
13010020030105,4884173,6
13010020030134,4884173,6
13010020030145,4884173,6
13010020030203,4884173,6
13010240010030,4892810,3
13010240010101,4892810,3
13010240010113,4892810,3
13010240010407,4892810,3
13010240010543,4892810,3
13010240010594,4892810,3
13010240010698,4892810,3
13010240010826,4892810,3
13020160040015,4953295,4
13020160040018,4953295,4
13020160040048,4953295,4
13020160040086,4953295,4
13020160040140,4953295,4
13020160040180,4953295,4
13020160040236,4953295,4
13020160040357,4953295,4
13030030020013,4953299,3
13030030020138,4953299,3
13030030020210,4953299,3
13030030020214,4953299,3
13030030020390,4953299,3
13030030020496,4953299,3
13030030020617,4953299,3
13030030020631,4953299,3
13030170030091,4974888,4
13030170030207,4974888,4
13030170030255,4974888,4
13030170030269,4974888,4
13030170030307,4974888,4
13030170030369,4974888,4
13030170030453,4974888,4
13030170030569,4974888,4
13040040260028,4914417,4
13040040260042,4914417,4
13040040260044,4914417,4
13040040260059,4914417,4
13040040260078,4914417,4
13040040260089,4914417,4
13040040260103,4914417,4
13040040260115,4914417,4
13040120030114,4918736,4
13040120030347,4918736,4
13040120030396,4918736,4
13040120030460,4918736,4
13040120030574,4918736,4
13040120030599,4918736,4
13040120030648,4918736,4
13040120030768,4918736,4
14010100220002,4884158,4
14010100220009,4884158,4
14010100220015,4884158,4
14010100220016,4884158,4
14010100220029,4884158,4
14010100220035,4884158,4
14010100220045,4884158,4
14010100220063,4884158,4
14010150030003,4892798,3
14010150030014,4892798,3
14010150030070,4892798,3
14010150030074,4892798,3
14010150030131,4892798,3
14010150030506,4892798,3
14010150030512,4892798,3
14010150030513,4892798,3
14020040030024,4879847,2
14020040030028,4879847,2
14020040030072,4879847,2
14020040030101,4879847,2
14020040030133,4879847,2
14020040030153,4879847,2
14020040030195,4879847,2
14020040030206,4879847,2
14020080020068,4884166,2
14020080020092,4884166,2
14020080020175,4884166,2
14020080020188,4884166,2
14020080020300,4884166,2
14020080020322,4884166,2
14020080020411,4884166,2
14020080020652,4884166,2
14020090020148,4879846,1
14020090020217,4879846,1
14020090020263,4879846,1
14020090020283,4879846,1
14020090020297,4879846,1
14020090020321,4879846,1
14020090020336,4879846,1
14020090020453,4879846,1
14020240010055,4901441,4
14020240010114,4901441,4
14020240010168,4901441,4
14020240010328,4901441,4
14020240010396,4901441,4
14020240010460,4901441,4
14020240010477,4901441,4
14020240010599,4901441,4
14030010040029,4923041,3
14030010040141,4923041,3
14030010040347,4923041,3
14030010040348,4923041,3
14030010040396,4923041,3
14030010040460,4923041,3
14030010040551,4923041,3
14030010040768,4923041,3
14030160020125,4888470,5
14030160020153,4888470,5
14030160020262,4888470,5
14030160020329,4888470,5
14030160020344,4888470,5
14030160020355,4888470,5
14030160020364,4888470,5
14030160020403,4888470,5
14040180010261,4901425,3
14040180010385,4901425,3
14040180010437,4901425,3
14040180010484,4901425,3
14040180010505,4901425,3
14040180010536,4901425,3
14040180010564,4901425,3
14040180010751,4901425,3
14050050040122,4957594,4
14050050040202,4957594,4
14050050040207,4957594,4
14050050040282,4957594,4
14050050040323,4957594,4
14050050040368,4957594,4
14050050040473,4957594,4
14050050040622,4957594,4
14050090030044,4992166,5
14050090030115,4992166,5
14050090030124,4992166,5
14050090030175,4992166,5
14050090030193,4992166,5
14050090030483,4992166,5
14050090030628,4992166,5
14050090030685,4992166,5
14050100050015,4944632,4
14050100050119,4944632,4
14050100050123,4944632,4
14050100050142,4944632,4
14050100050188,4944632,4
14050100050200,4944632,4
14050100050209,4944632,4
14050100050359,4944632,4
14060110140028,4927353,5
14060110140042,4927353,5
14060110140044,4927353,5
14060110140059,4927353,5
14060110140089,4927353,5
14060110140103,4927353,5
14060110140112,4927353,5
14060110140124,4927353,5
14060170020031,4931674,5
14060170020153,4931674,5
14060170020166,4931674,5
14060170020191,4931674,5
14060170020231,4931674,5
14060170020254,4931674,5
14060170020301,4931674,5
14060170020322,4931674,5
15010030190037,4996455,4
15010030190112,4996455,4
15010030190133,4996455,4
15010030190144,4996455,4
15010030190220,4996455,4
15010030190228,4996455,4
15010030190253,4996455,4
15010030190327,4996455,4
15010220050089,4953244,4
15010220050120,4953244,4
15010220050226,4953244,4
15010220050308,4953244,4
15010220050310,4953244,4
15010220050333,4953244,4
15010220050405,4953244,4
15010220050486,4953244,4
15010300040006,4996452,4
15010300040013,4996452,4
15010300040042,4996452,4
15010300040047,4996452,4
15010300040054,4996452,4
15010300040055,4996452,4
15010300040065,4996452,4
15010300040068,4996452,4
15010300500066,4996452,4
15010300500084,4996452,4
15010300500112,4996452,4
15010300500222,4996452,4
15010300500312,4996452,4
15010300500364,4996452,4
15010300500520,4996452,4
15010300500547,4996452,4
15020130010010,5117423,4
15020130010099,5117423,4
15020130010113,5117423,4
15020130010125,5117423,4
15020130010140,5117423,4
15020130010143,5117423,4
15020130010146,5117423,4
15020130010276,5117423,4
15020190030092,5061258,5
15020190030175,5061258,5
15020190030300,5061258,5
15020190030411,5061258,5
15020190030849,5061258,5
15020190030873,5061258,5
15020190030904,5061258,5
15020190031178,5061258,5
15020200020028,5069901,5
15020200020042,5069901,5
15020200020044,5069901,5
15020200020112,5069901,5
15020200020124,5069901,5
15020200020175,5069901,5
15020200020193,5069901,5
15020200020355,5069901,5
15030010040040,5056933,4
15030010040098,5056933,4
15030010040118,5056933,4
15030010040154,5056933,4
15030010040164,5056933,4
15030010040173,5056933,4
15030010040183,5056933,4
15030010040191,5056933,4
15030060010006,5061252,5
15030060010050,5061252,5
15030060010055,5061252,5
15030060010086,5061252,5
15030060010092,5061252,5
15030060010114,5061252,5
15030060010116,5061252,5
15030060010141,5061252,5
15030123070002,5048287,5
15030123070007,5048287,5
15030123070015,5048287,5
15030123070035,5048287,5
15030123070044,5048287,5
15030123070058,5048287,5
15030123070066,5048287,5
15030123070079,5048287,5
15040080040018,5078540,5
15040080040082,5078540,5
15040080040099,5078540,5
15040080040143,5078540,5
15040080040154,5078540,5
15040080040192,5078540,5
15040080040194,5078540,5
15040080040215,5078540,5
16010013200012,4853888,5
16010013200014,4853888,5
16010013200045,4853888,5
16010013200046,4853888,5
16010013200057,4853888,5
16010013200063,4853888,5
16010013200068,4853888,5
16010013200138,4853888,5
16010040020108,4853888,5
16010040020381,4853888,5
16010040020472,4853888,5
16010040020555,4853888,5
16010040020602,4853888,5
16010040020707,4853888,5
16010040020808,4853888,5
16010040020864,4853888,5
16010050030092,4862527,4
16010050030175,4862527,4
16010050030192,4862527,4
16010050030300,4862527,4
16010050030652,4862527,4
16010050030849,4862527,4
16010050030873,4862527,4
16010050030904,4862527,4
16010190010158,4858205,4
16010190010227,4858205,4
16010190010406,4858205,4
16010190010441,4858205,4
16010190010665,4858205,4
16010190010691,4858205,4
16010190010725,4858205,4
16010190010852,4858205,4
16020020030050,4875483,4
16020020030084,4875483,4
16020020030088,4875483,4
16020020030148,4875483,4
16020020030176,4875483,4
16020020030202,4875483,4
16020020030206,4875483,4
16020020030263,4875483,4
16020040010092,4884125,4
16020040010175,4884125,4
16020040010192,4884125,4
16020040010411,4884125,4
16020040010652,4884125,4
16020040010849,4884125,4
16020040010873,4884125,4
16020040010904,4884125,4
16020060010114,4892764,4
16020060010396,4892764,4
16020060010460,4892764,4
16020060010477,4892764,4
16020060010599,4892764,4
16020060010648,4892764,4
16020060010693,4892764,4
16020060010854,4892764,4
16020210010013,4905717,5
16020210010176,4905717,5
16020210010280,4905717,5
16020210010563,4905717,5
16020210010596,4905717,5
16020210010621,4905717,5
16020210010671,4905717,5
16020210010788,4905717,5
16020270020114,4888441,3
16020270020347,4888441,3
16020270020396,4888441,3
16020270020460,4888441,3
16020270020599,4888441,3
16020270020648,4888441,3
16020270020693,4888441,3
16020270020854,4888441,3
16020300130006,4901401,4
16020300130050,4901401,4
16020300130086,4901401,4
16020300130090,4901401,4
16020300130091,4901401,4
16020300130092,4901401,4
16020300130114,4901401,4
16020300130133,4901401,4
16030030020148,4910036,4
16030030020263,4910036,4
16030030020297,4910036,4
16030030020336,4910036,4
16030030020511,4910036,4
16030030020558,4910036,4
16030030020656,4910036,4
16030030020785,4910036,4
16030083060035,4931652,3
16030083060038,4931652,3
16030083060039,4931652,3
16030083060082,4931652,3
16030083060084,4931652,3
16030083060098,4931652,3
16030083060137,4931652,3
16030083060138,4931652,3
16030110010047,4979157,5
16030110010067,4979157,5
16030110010133,4979157,5
16030110010179,4979157,5
16030110010189,4979157,5
16030110010194,4979157,5
16030110010270,4979157,5
16030110010307,4979157,5
17010130010003,4815049,4
17010130010062,4815049,4
17010130010074,4815049,4
17010130010076,4815049,4
17010130010179,4815049,4
17010130010260,4815049,4
17010130010326,4815049,4
17010130010384,4815049,4
17020010010073,4823685,5
17020010010091,4823685,5
17020010010140,4823685,5
17020010010152,4823685,5
17020010010163,4823685,5
17020010010267,4823685,5
17020010010384,4823685,5
17020010010576,4823685,5
17020110040042,4828002,5
17020110040112,4828002,5
17020110040115,4828002,5
17020110040180,4828002,5
17020110040238,4828002,5
17020110040254,4828002,5
17020110040339,4828002,5
17020110040492,4828002,5
17030020070028,4858238,5
17030020070042,4858238,5
17030020070044,4858238,5
17030020070103,4858238,5
17030020070115,4858238,5
17030020070124,4858238,5
17030020070175,4858238,5
17030020070317,4858238,5
17030080030221,4836634,4
17030080030265,4836634,4
17030080030585,4836634,4
17030080030711,4836634,4
17030080030763,4836634,4
17030080030889,4836634,4
17030080031032,4836634,4
17030080031213,4836634,4
17040013120028,4832309,4
17040013120042,4832309,4
17040013120044,4832309,4
17040013120058,4832309,4
17040013120059,4832309,4
17040013120068,4832309,4
17040013120089,4832309,4
17040013120098,4832309,4
17040020070021,4840948,4
17040020070227,4840948,4
17040020070382,4840948,4
17040020070399,4840948,4
17040020070409,4840948,4
17040020070434,4840948,4
17040020070457,4840948,4
17040020070589,4840948,4
17040210010036,4875506,5
17040210010059,4875506,5
17040210010068,4875506,5
17040210010092,4875506,5
17040210010175,4875506,5
17040210010181,4875506,5
17040210010188,4875506,5
17040210010192,4875506,5
17040230010004,4862545,5
17040230010020,4862545,5
17040230010024,4862545,5
17040230010062,4862545,5
17040230010122,4862545,5
17040230010123,4862545,5
17040230010151,4862545,5
